Year,S. No,Project Registration No.,Name & Address of Promoter,Project Details & Address,Approval Details,Project Completion Date,Other Details Links,Current Status of Project
2024,25,TN/35/Building/0325/2024 dated 03-04-2024,"M/s. VGK PROPERTY DEVELOPERS PRIVATE LIMITED rep by its Director Tmt. M.Madhanghi, No. 25, 2nd Floor, B.R.Complex, Duraisamy Reddy Street, West Tambaram, Chennai, Chengalpattu, Tamil Nadu-600045.","Project Name: VGK SAI HARDIK Registration of Residential building comprising Stilt Floor + 4 Floors + 5th Floor Part with 19 dwelling units at Old Door No. 19, New Door No. 36/48, Valmiki Street, Ganapathi Colony, East Tambaram, Chennai comprised in Old S.No.91/3, New T.S. No. 41, Block – 20, Ward – G of Selaiyur Village within the limits of Tambaram Municipal Corporation, Chengalpattu District.","The Member Secretary issued Planning Permission in  PP. No. OL-PP/NHRB/0488/2023 in Letter No. CMDA/PP/NHRB/S/0664/2023, Dated 12/12/2023. The Commissioner, Tambaram Municipal Corporation, Tambaram issued building permission in Letter No. 009/BL/2024/05/047/00275, Dated 16/02/2024.",11.12.2031,"https://rera.tn.gov.in/public-view1/building/pfirm/40e4afa0-e469-11ee-85e3-518cde1e8f0d, https://rera.tn.gov.in/public-view2/building/pfirm/b470d1a0-e76f-11ee-bbcc-ffe59c392587",
2024,26,TN/29/Building/0326/2024 dated 04-04-2024,"M/s.ARA CONSTRUCTION, Door No.31, Kaveri Street, Loglaya Colony, 2nd main road,  Saligramam, Chennai, Taluk.Saligramam, Chennai, Tamil Nadu-600093.","Project Name: ARA VINESH ENCLAVE Residential building consisting of 2 Blocks, Block A- Stilt Floor + 5 Floors (Height - 18.30 m) with 25 Dwelling units, Block B - Stilt Floor + 5 Floors (Height - 18.30 m) with 30 Dwelling units totally 55 dwelling units with availing premium FSI at T Ponnambalam Salai, Kulapakkam, Chennai comprised in S.No. 116/2 of Kulapakkam village within the limits of Kundrathur Panchayat union Chennai District.","The Member Secretary, CMDA issued Planning permission No. OL-PP/NHRB/0107/2023 in Letter No. CMDA/PP/NHRB/C/0330/2022 dated 18/03/2023. The President, Kulapakkam Panchayat,  Kundrathur Panchayat union issued Building permission in Letter RC No. 08/2023-24 Dated 23/05/2023.",31.12.2025,"https://rera.tn.gov.in/public-view1/building/pfirm/865b18f0-e8df-11ee-ad6a-d9c80cc2bb14, https://rera.tn.gov.in/public-view2/building/pfirm/32052fe0-e8ea-11ee-9770-e1c05be029af",
2024,27,TN/35/Building/0327/2024 dated 04-04-2024,"M/s. Emerald Haven Realty Limited, Door No.123 & 124, Ispahani centre,4th floor,Nungambakkam High road, Chennai, Chennai, Tamil Nadu-600034.","Project Name: TVS EMERALD AARANYA PHASE III Registration of residential Villas in plot Nos: 101, 102, 104, 105, 106, 107, 108, 110 EWS, 111 EWS, 112 EWS (Total 10 Villas) consisting of Ground Floor + 1st Floor comprised in Survey No. 209/1B, 209/1C, 209/3A, 209/3B, 209/5, 209/6, 209/7, 209/8  of Vengaivasal Village, Vengaivasal Village Panchayat, St.Thomas Mount Panchayat Union Limit, Tambaram Taluk, Chengalpattu District.",,31.03.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/e9a5b580-dadf-11ee-8320-d13d2c004cc2, https://rera.tn.gov.in/public-view2/building/pfirm/d8de8c70-dc85-11ee-be96-0b4a5dcd5dbf",
2024,28,TN/29/Building/0328/2024 dated 10-04-2024,"Nexa Infra Projects, Plot No.w-736/1, EAST MAIN ROAD, ANNA NAGAR WEST EXTN Village , CHENNAI, Taluk.AMBATHUR, Chennai, Tamil Nadu-600101.","Project Name: Hive Promoter share of Flats of 4A, 4B, 5A & 5B at Stilt Floor (Parking) + 5 Floors Residential Building (18.30m Height) with 9 dwelling units availing Premium FSI at Old Plot No 3, New Plot nos. A,B & C, Annamalai 1st Avenue, A.N.A Annamalai Avenue III, Athipattu, Chennai – 600 058, comprised in Old S.No. 102/1A2, 102/1C, T.S.No. 5/17, 18, 19 & 20, Block No 22, Ward - G of Athipattu village, within the limits of Greater Chennai Corporation, Chennai District.","CMDA issued planning permission in Letter No. OL-PP/NHRB/0036/2024, Dated 02/02/2024. Greater Chennai Corporation issued building permission in Letter No. CEBA/WDCN07/00103/2024, Dated 07/03/2024.",31.07.2025,"https://rera.tn.gov.in/public-view1/building/pfirm/39854f40-e529-11ee-99db-15613e249810, https://rera.tn.gov.in/public-view2/building/pfirm/3b5f3910-e607-11ee-ab77-bd12afbf179b",
2024,29,TN/29/Building/0329/2024 dated 15-04-2024,"TAMIL NADU HOUSING BOARD, ANNA NAGAR DIVISION , TNHB SHOPPING COMPLEX , THIRUMANGALAM, CHENNAI, Chennai, Tamil Nadu-600101.","Block 1 -  Stilt Floor + 1st Floor  Commercial building (Departmental store) , Block - 2 to 5 - Stilt Floor + 5 Floors residential building with 20 dwelling units in each block and by totalling 80 dwelling units Comprised in  Old S.No. 251/1 , T.S.No. 50 Part , Block No: 70 of  Padi   Village , Ambattur Taluk , Chennai District.","The Member Secretary , CMDA , Chennai has issued Planning Permission vide letter No. CMDA/PP/NHRB/N/0088/2023  dated 27.09.2023. The Executive Engineer (T.P) , Greater Chennai Corporation , Chennai has issued the Building Permission vide letter No. CEBA/WDCN07/00420/2023 dated 18.11.2023.",31.12.2030,"https://rera.tn.gov.in/public-view1/building/pfirm/c733d760-dba7-11ee-bfa3-51c1c27ffc97, https://rera.tn.gov.in/public-view2/building/pfirm/625ccdb0-e143-11ee-8efb-f1d243b8871f",
2024,30,TN/29/Building/0330/2024 dated 17-04-2024,"Legendary Homes Private Limited, Door No.8, 2ND FLOOR, AMBLE SIDE BUILDING, KHADER NAWAZ KHAN ROAD, NUNGAMBAKKAM Village , CHENNAI, Chennai, Tamil Nadu-600006.","Project Name: LEGENDARY SUPER60 Registration of Stilt Floor + 3 Floors + 4th Floor Pt + 5th Floor Pt Residential Building with 62 Dwelling Units at Door No.129/63, Old Door No.. 62 & 63, Plot No. 10, 11, 12, 13, 13A, 23, 24, 24A1, 24A & 24B of Kothavalchavadi Street / Narayanasamy 1st Street / Narayanasamy 3rd Street, Saidapet, Chennai Comprised in  Old S.No.80 & 81, T.S No. 13,14,15,16,17, Block No. 15 of Saidapet Village, Chennai District.","CMDA issued planning permission No. OL-PP/NHRB/0071/2024 in Letter No. CMDA/PP/NHRB/C/0765/2023, Dated 24/02/2024. CMDA issued building permission in Letter No. CEBA/WDCN10/00112/2024, Dated 13/03/2024.",31.03.2026,"https://rera.tn.gov.in/public-view1/building/pfirm/cf0a6a10-e294-11ee-a7eb-ebb9d3f9adad, https://rera.tn.gov.in/public-view2/building/pfirm/efbdaae0-e296-11ee-8471-63d8a33a837e",
2024,31,TN/11/Building/0331/2024 dated 17-04-2024,"M/s.CASA GRANDE COIMBATORE LLP, Sri Dwaraka 2nd Floor No 1-A, B R Nagar Main Road, Singanallur Post,, Coimbatore, Coimbatore, Tamil Nadu-641005.","Project Name: CASAGRAND ALPINE Registration of Non High Rise Residential Building consists of Stilt + 5 Upper Floors with 144 Dwelling Units (Club House Partly in First Floor), Podium on First Floor Level comprised S.Nos.398/2A2, 444/3A & 444/6, Keeranatham Village, Annur Taluk, Coimbatore District.","The Joint Director, T & CP, Coimbatore District issued planning permission in B.P/DTCP No.108/2024 in Letter No. SWP/BPA/091934/2023, Dated 27/03/2024. The President, Keeranatham Village Panchayat issued building permission in Letter No.65, Dated 28/03/2024.",30.04.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/c9331400-eda8-11ee-acec-4f3b8dfb0e2b, https://rera.tn.gov.in/public-view2/building/pfirm/352a1110-f1a3-11ee-9458-cded16fe790f",
2024,32,TN/35/Building/0332/2024 dated 17-04-2024,"M/s.ARUN EXCELLO HOMES PRIVATE LIMITED, “Bhattad Towers”, No.18, West Cott Road, Royapettah, Chennai, Chennai, Tamil Nadu-600014.","Project Name: ZIVA CHARUKESI Registration of Block 1: Basement Floor + Stilt Floor + 5 Floors Residential Building with 55 Dwelling Units, Block 2: Stilt Floor + 5 Floors Residential Building with 55 Dwelling Units, Block.3: Basement Floor + Stilt Floor + 5 Floors Residential Building with 55 Dwelling Units (Totally 165 Dwelling Units) comprised in S.No.221/13A, 221/13B, 221/14A2 & 221/14A1A1, Perumaleri Village, Thirukazhukundram Taluk, Chengalpattu District.","The Assistant Director, T & CP, Chengalpattu District issued planning permission No.SWP/B.P/M.L.P.A (CD-5) No.63/2023 in Letter No.SWP/BPA/0004767/2022, Dated 13.10.2023. The President, Vadagadampadi Panchayat, Thirukazhukundram Panchayat Union issued building permission in Letter No.11/2024, Dated 08/03/2024.",31.12.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/4ab174a0-e1fe-11ee-a01a-176bbd6d978a, https://rera.tn.gov.in/public-view2/building/pfirm/6824fc50-e2d4-11ee-bd3d-c7ee1112df81",
2024,33,TN/35/Building/0333/2024 dated 17-04-2024,"M/s.THE NEST, Door No.15/6, Kamarajar Nagar 4th Street, Choolaimedu Village , Chennai, Chennai, Tamil Nadu-600094.","Project Name: NEST ACCOLADE Registration of Stilt Floor + 5 Floors (18.30m height) Residential Building with 59 dwelling units for Affordable Housing with GYM & Indoor Games at  Nedunkundram Road, Kolapakkam, Chennai comprised in S.No.72/1A & 72/1B2A1 of Kolapakkam Village within the limit of Kattankulathur Panchayat Union, Chengalpattu District.","CMDA issued Planning Permission No. OL-PP/NHRB/0109/2024 issued in letter No. CMDA/PP/NHRB/S/0824/2023, dated 16.03.2024. The Commissioner, Kattankulathur Panchayat Union  has forwarded the Planning Permission in Lr. RC No: 0798/2024/A4, dated 19.03.2024. The President, Nedunkundram Panchayat issued Building Permission in Lr. RC No: 107/2023-24, dated 26.03.2024.",31.01.2026,"https://rera.tn.gov.in/public-view1/building/pfirm/8cf8fa10-ec47-11ee-9214-25940ffa9e20, https://rera.tn.gov.in/public-view2/building/pfirm/a2b24280-ed18-11ee-b5f0-df5f885e43f7",
2024,34,TN/35/Building/0334/2024 dated 18-04-2024,"S.SURESH KUMAR (POA), Door No.A105, HARMONY , XS REAL HELIOS CITY , OMR , PADUR, PADUR, Chengalpattu, Tamil Nadu-603103.
 
                                                                 P.ANBUMATHI  Director of M/s. SPYKA  HOMES  PRIVATE  LIMITED (Developer), Plot No.S.NO.1347/3A1, KOLS SQUARE , 4TH FLOOR , SENGANMAL , KELAMBAKKAM, KELAMBAKKAM, Chengalpattu, Tamil Nadu-603103.
 
                                                                 S.PANDIYAN Director of  M/s. SPYKA  HOMES  PRIVATE  LIMITED (Developer), KOLS SQUARE , 4TH FLOOR , SENGANMAL , KELAMBAKKAM, KELAMBAKKAM, Chengalpattu, Tamil Nadu-603103.","Project Name: SPYKA CYGNUS Stilt Floor + 5 Floors Residential Building with 29 dwelling units comprised in New S.No. 365/100 (Old S.No. 365/4A2A1A1) of  Padur Village, Thiruporur Taluk, Chengalpattu District.","The Assistant Director , DTCP , Chengalpattu District  has  issued  the planning permission in Letter No. SWP/BPA/0053043/2023 dated  30.01.2024. The President , Padur 1st Grade Village Panchayat has issued the building permission vide Resolution No. 182 dated 21.02.2024 in letter No. 69/2024/V.P dated 23.02.2024.",28.01.2032,"https://rera.tn.gov.in/public-view1/building/pindividiual/553f86d0-d85a-11ee-88c2-239731a6ee54, https://rera.tn.gov.in/public-view2/building/pindividiual/a86a2e80-d86e-11ee-a96a-cf5fd57a549d",
2024,35,TN/29/Building/0335/2024 dated 18-04-2024,"Meeradevi Chakravarthy, Door No.5, Lambeth Avenue , Alwarpet, Chennai, Taluk.Alwarpet, Chennai, Tamil Nadu-600018.
 
                                                                 P.Chakravarthy, Door No.5, Lambeth Avenue , Alwarpet, Chennai, Taluk.Alwarpet, Chennai, Tamil Nadu-600018.
 
                                                                 C.Vrikshajanani, Door No.5, Lambeth /avenue , Alwarpet, Chennai, Taluk.Alwarpet, Chennai, Tamil Nadu-600018.","Stilt Floor + with 0 New Survey No. 32/1A2A2,Old Survey No. 32 P,dwelling units at comprised in Manapakkam Village, Alandur Taluk, Chennai District.","The CMDA issued planning permission in Letter No. PP/SB/S(B2)/0399/2019, Dated 04/10/2019. The Greater Chennai Corporation issued building permission in Letter No. CEBA/WDCN12/00330/2019, Dated 12/11/2019.",Completed,"https://rera.tn.gov.in/public-view1/building/pindividiual/d3ff95d0-e439-11ee-9148-05bc617c0de8, https://rera.tn.gov.in/public-view2/building/pindividiual/d3a99e10-e450-11ee-8a55-176d0695fcbd",
2024,36,TN/29/Building/0336/2024 dated 18-04-2024,"M/s., STEPSTONE PROMOTERS PRIVATE LIMITED, Plot No.1/1, Sakthi Nagar 2nd Street,Choolaimedu, Chennai, Chennai, Tamil Nadu-600094.","Project Name: VATSA AMAZE Registration of  2 Blocks; Block A : Stilt Floor + 5 Floors Residential Building with 20 Dwelling Units; Block B : Stilt Floor + 4 Floors + 5th Floor part residential Building with 87 Dwelling Units with Gym & Association Room, totally 107 Dwelling Units at Vasanthapuram Main Road Mangadu, Chennai comprised in S.No.475/1pt (as per Document) & 475/1B (as per Patta) of Mangadu B Village, with in the limits of Mangadu Municipality , Chennai District.","CMDA issued planning permission No.OL-PP/NHRB/0099/2024 in Letter No. CMDA/PP/NHRB/C/0676/2023, Dated 13-03-2024. The Commissioner, Mangadu Municipality issued building permission in Letter No. 180/BL/2024/00084, Dated 23/03/2024.",31.03.2032,"https://rera.tn.gov.in/public-view1/building/pfirm/23cc4d40-f688-11ee-99b1-37dad7650bc2, https://rera.tn.gov.in/public-view2/building/pfirm/c9038df0-f690-11ee-a6f8-f9bf543ea41a",
2024,37,TN/35/Building/0337/2024 dated 18-04-2024,"M/S. CASAGRAND FRESH PRIVATE LIMITED, New No.111, Old No. 59 , NPL Devi, L B Road,  Thiruvanmiyur, Chennai, Chennai, Tamil Nadu-600041.","Project Name: CASAGRAND FRENCH TOWN Registration of Group Housing Development comprising 3 Blocks with Combined Basement Floor (Block 1, 2 & 3); Block 1 – Combined Basement Floor + Ground Floor + 4 Floors (18.30m height) Residential Building with 59 dwelling units; Block 2 –Combined Basement Floor + Ground Floor + 5 Floors (18.15m height) Residential Building with 324 dwelling units; Block 3 – Combined Basement Floor + Ground Floor + 5 Floors (18.15m height) Residential Building with 256 dwelling units; Totally 639 dwelling units and open swimming pool, Kids Play Area, Indoor Games Room, Association Room, Gym at Kovilancheri, Chennai comprised in S.No.108 of Kovilancheri Village, Madhurapakkam Panchayat, Within the limits of St.Thomas Mount Panchayat Union, Tambaram Taluk, Chengalpattu District.","CMDA  issued planning permission No. OL-PP/NHRB/0135/2024 issued in letter No.CMDA/PP/NHRB/S/0789/2023, dated 03.04.2024. The Commissioner, St.Thomas Mount Panchayat Union has forwarded the planning permission in Letter RC No.0971/2024/A4/10.04.2024, dated:12.04.2024. The President, Madurapakkam Panchayat issued building permission in Letter No. 03/2024-2025, dated 12.04.2024.",03.10.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/69e16fb0-fa84-11ee-aedd-13e64b862146, https://rera.tn.gov.in/public-view2/building/pfirm/fa5b5d00-fa8f-11ee-b3aa-1770c582e2c9",
2024,38,TN/30/Building/0338/2024 dated 23-04-2024,"Ravi, Door No.29/2E6, Balaji Nagar,, Railwy Station Road,, Taluk.Hosur, Krishnagiri, Tamil Nadu-635109.
 
                                                                 Govindaraj, Door No.505, Anand Lake View Apartment, Tally Road, Taluk.Hosur, Krishnagiri, Tamil Nadu-635109.","Stilt Floor + 5 Floors Residential Building with 80 Dwelling units comprised in Survey No. 245/1B,T.S No. 35/1 at Block No. 39,, Ward - B, Thally Road of Hosur Village, Hosur Taluk, Krishnagiri District.","The Deputy Director, T&CP, Krishnagiri District issued planning permission B.P/H.N.T.D.A(K.D) No. 37/ 2023 in Letter No. SWP/BPA/005750/2023, Dated 26/04/2023. The Commissioner, Hosur Corporation issued Building Permission in Letter No. 311/2023/F1, Dated 15/06/2023.",30.06.2025,"https://rera.tn.gov.in/public-view1/building/pindividiual/0054efa0-e046-11ee-8a78-995ef07125f5, https://rera.tn.gov.in/public-view2/building/pindividiual/fad86370-e071-11ee-9856-573b8dfd02b0",
2024,39,TN/29/Building/0339/2024 dated 25-04-2024,"M/s.MARUTHAM APPARTMENT, Door No.9, Plot No.53, 5TH MAIN ROAD, NATESAN NAGAR, VIRUGAMBAKKAM, Chennai, Tamil Nadu-600092.
 
                                                                 M/s.BOMBAY AMMONIA (MADRAS) PVT LTD, Door No.153, MOUNT ROAD, CHENNAI, Chennai, Tamil Nadu-600002.","Project Name: MARUTHAM NEPTUNE PHASE - II Registration of Stilt Floor + 5 Floors (Height 18.30 m) Residential Building with 49 dwelling units at Subdivision Plot No.B, Door No. 51, 9.0m wide Road/Parameshwar Street, Nerkundram, Chennai – 600 107, comprised in S.No. 268/1 Part of Nerkundram village within the limits of Greater Chennai Corporation, Chennai District.","The Member Secretary, CMDA issued Planning permission No. OL-PP/NHRB/0496/2023 in Letter No. CMDA/PP/NHRB/C/0589/2023 dated 15/12/2023. The Executive Engineer (T.P), Greater Chennai Corporation issued Building Permission in Letter No. CEBA/WDCN11/00045/2024 dated 30/01/2024",30.06.2026,"https://rera.tn.gov.in/public-view1/building/pfirm/82f93d80-da3a-11ee-bd16-5bd0b892be5b, https://rera.tn.gov.in/public-view2/building/pfirm/7bdae8a0-dae9-11ee-bd8e-afa3cbea827c",
2024,40,TN/29/Building/0340/2024 dated 29-04-2024,"HI LIVING PROJECTS LLP, Door No.NO.7, PONMARI TOWERS, MONTEITH LN, EGMORE, Chennai, Tamil Nadu-600008.","Project Name: Hiliving Pristine Stilt Floor + 2 Floors with  14 villas (9, 10, 11, 22, 23, 24, 25, 26, 27, 32, 33, 34, 35, 36) comprised in T.S No. 43, R.S.No. 43/4, 5 and 6 comprised in Block No. 39,Ambattur Village, Ambattur Taluk, Chennai District.","Greater Chennai Corporation issued planning permission in Letter No. PPA/WDCN07/09409/2023 dated 27/01/2024, PPA/WDCN07/09421/2023 dated  Dated 02/02/2024 ,PPA/WDCN07/09410/2023Dated 01/02/2024,  PPA/WDCN07/09418/2023  Dated 02/01/2024, PPA/WDCN07/09385/2023 Dated 01/02/2024, PPA/WDCN07/09388/2023 Dated 01/02/2024, PPA/WDCN07/09391/2023  Dated 01/02/2024, PPA/WDCN07/09394/2023Dated 27/01/2024,  PPA/WDCN07/09397/2023  Dated 02/02/2024, Greater Chennai Corporation issued building permission in Letter No. BA/WDCN07/00064/2024 Dated 27/01/2024, Letter No. BA/WDCN07/00553/2024  Dated 02/02/2024, . BA/WDCN07/00549/2024  Dated 01/02/2024, BA/WDCN07/08448/2023 Dated 02/01/2024, . BA/WDCN07/00544/2024 Dated 01/02/2024, BA/WDCN07/00548/2024 Dated 01/02/2024, BA/WDCN07/00546/2024 Dated 01/02/2024, BA/WDCN07/00330/2024 Dated 27/01/2024, BA/WDCN07/00554/2024 Dated 02/02/2024.",30.09.2025,"https://rera.tn.gov.in/public-view1/building/pfirm/1cffd8a0-dd49-11ee-b6f2-f5fa0a14a55d, https://rera.tn.gov.in/public-view2/building/pfirm/0871cae0-e11d-11ee-94b2-ffaead3c556f",
2024,41,TN/11/Building/0341/2024 dated 29-04-2024,"MUKURTHI HOUSING AND PROPERTIES PRIVATE LIMITED, 6/A 401, SRIVARI VAIBHAV APPARTMENT, METTUPALAYAM ROAD, Coimbatore, Tamil Nadu-641030.","Project Name: TIARA Proposed residential apartment building of Stilt floor+ 5 floors with 22 Dwelling Units in S.No. 370/3, Chinnavedampatti village, Coimbatore North Taluk, 
Coimbatore District.","The Member Secretary/Joint Director, Coimbatore LPA  issued in RC No.: 5130/2022/LPA, dated 20/09/2022 and planning permission in Letter No.399 ABC/2022, Dated 29/09/2022. The Commissioner, Coimbatore Corporation issued Building License No.162/BL/2023/04/003/00314, dated::23/01/2023
.",31.12.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/909b0e90-e67d-11ee-94a7-9b41267d708e, https://rera.tn.gov.in/public-view2/building/pfirm/695cc3c0-e771-11ee-bf87-ed55952c301c",
